periodo,long,lat,expediente,calle,calle_nro,seccion,manzana,parcela,fecha_inicio_obra,estado,ultimo_avo_solicitado,fecha_ultimo_avo,estado_tramite,profesional,metros_a_construir,fecha_estado_tramite,tipo_obra,destino,barrio,comuna,codigo_postal,codigo_postal_argentino
202002,-58.480042000000005,-34.617143,10051482/2018,EL TROVADOR,3078,67,018A,011 ,2019-07-17,Normal,En AVO 1,2020-01-21,En AVO 1,ALEM ROBERTO EDUARDO,436.00,2020-01-27,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1416,Villa Santa Rita,C1416DAB
202002,-58.438832999999995,-34.568515999999995,25201548/2017,VILLANUEVA,967,23,016B,000C,,Normal,Sin inicio,,Carga finalizada,LOTOPOLSKY LEONARDO JAVIER,122.50,2018-08-27,MODIFICACION Y/O AMPLIACION,OTROS,Comuna 14,1426,Palermo,C1426BMA
202002,-58.5232,-34.651179,23200446/2018,CAAGUAZU,7220,72,046 ,016 ,2019-12-02,Normal,En AVO 1,2019-08-16,En AVO 1,JIMENEZ PASTOR GONZALO,830.51,2019-08-28,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1408,Liniers,C1408EUF
202002,-58.44449399999999,-34.599470000000004,,GURRUCHAGA,220,47,136,002,,Normal,Sin inicio,,Alta de obra iniciada,GIARROCCO SERGIO RUBEN,,2019-07-22,OBRA NUEVA,,Comuna 15,1414,Villa Crespo,C1414DHF
202002,-58.445190000000004,-34.586164000000004,20782634/2016,DORREGO AV.,1351,33,047 ,009 ,2018-08-02,Normal,En AVO 1,2018-04-25,En AVO 1,ZANINO MARIA DE LOS ANGELES,506.00,2019-04-12,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 15,1414,Chacarita,C1414CKI
202002,-58.427794999999996,-34.591201,17364098/2016,MALABIA,1530,19,032,035,2018-04-27,Normal,Inicio de obra,,Inicio de obra,ZAJAC GASTON ABEL,127.00,2018-06-25,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 14,1414,Palermo,C1414DMF
202002,-58.43894399999999,-34.599613,,CORRIENTES AV.,5221,31,003,018,2018-12-31,Normal,En AVO 2,2019-09-04,En AVO 2,CARBALLO JORGE DARIO,515.00,2019-04-10,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 15,1414,Villa Crespo,C1414AJF
202002,-58.516791000000005,-34.654404,3013872/2017,ANDALGALA,1451,74,043 ,035A,2017-11-30,Normal,Obra finalizada con AVO 4,2019-11-29,Obra finalizada,VEIZAGA IVAN ORLANDO,1577.09,2019-11-21,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1440,Mataderos,C1440ENC
202002,-58.424397,-34.629189000000004,19857261/2015,CONSTITUCION,4256,36,018 ,007A,2019-08-28,Normal,En AVO 1,2019-05-12,En AVO 1,CHIAPPARO JORGE JOSE,2481.90,2019-12-09,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 5,1254,Boedo,C1254ABX
202002,-58.524374,-34.647738000000004,28269443/2017,Carhue,811,72,049A,034 ,2018-12-19,Normal,En AVO 1,2019-05-02,En AVO 1,CASARIEGO EDUARDO ESTEBAN,195.36,2019-02-12,OBRA NUEVA,OTROS,Comuna 9,1408,Liniers,C1408GBQ
202002,-58.441655000000004,-34.624456,12504210/2015,CACHIMAYO,348,40,018,012,,Normal,En AVO 1,2017-06-01,En AVO 1, PEIRANO ANDREA EDITH,1588.00,2018-08-16,,VIVIENDA MULTIFAMILIAR,Comuna 6,1424,Caballito,C1424AQH
202002,-58.428716,-34.572585,22476389/2016,CLAY,3070,23,079,026,2017-12-06,Normal,En AVO 4,2019-04-24,Obra finalizada,PALTI MATIAS,978.56,2018-10-12,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 14,1426,Palermo,C1426DLF
202002,-58.443487,-34.597015,,SERRANO,416,47,176 ,023 ,,Normal,Sin inicio,,Carga finalizada, DAZINGER HECTOR BENJAMIN,915.61,2019-04-08,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1414,Villa Crespo,C1414DEJ
202002,-58.450002000000005,-34.588231,22677026/2018,"LEMOS, JUAN GREGORIO, Gral.",332,33,009B,013,2019-07-16,Normal,Excavacion > 4 mts al 50%,2019-03-09,Excavación al >= -4m  50%,NAISTAT MAURICIO ADRIÁN,2969.77,2019-09-04,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1427,Chacarita,C1427BQH
202002,-58.414673,-34.613363,11899177/2017,LINIERS VIRREY,218,28,023 ,013 ,,Normal,En AVO 1,2019-01-23,En AVO 1,MULTARE NORBERTO OMAR,186.00,2019-01-31,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 5,1174,Almagro,C1174ACF
202002,-58.45143100000001,-34.56766,12943296/2014,"ARREDONDO, Virrey",2461,37,156 ,029 ,,Normal,En AVO 2,2018-04-25,En AVO 2,DEBERNARDI HUGO SANTIAGO,2861.75,2018-05-02,MODIFICACION Y/O AMPLIACION,VIVIENDA MULTIFAMILIAR,Comuna 13,1426,Colegiales,C1426DZE
202002,-58.427696999999995,-34.623144,25769636/2017,LA PLATA AV.,667,40,142 ,010C,2018-01-30,Normal,En AVO 3,2018-04-17,En AVO 3,ALVAREZ JORGE OSCAR,158.96,2018-04-19,MODIFICACION Y/O AMPLIACION,OTROS,Comuna 6,1235,Caballito,C1235ABD
202002,-58.453506999999995,-34.605872999999995,20603978/2016,SAN MARTIN AV.,1748,59,172,031a,2018-05-02,Normal,En AVO 2,2019-11-29,En AVO 2,CIMATO GUILLERMO FERNANDO,7442.36,2019-12-02,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 6,1416,Caballito,C1416CRS
202002,-58.49386,-34.568712,13831093/2016,IBERA,5369,63,108A,019 ,,Normal,En AVO 4,2018-09-19,Obra finalizada,RUSALEN RODOLFO ALBERTO,651.00,2018-01-09,DEMOLICION TOTAL Y OBRA NUEVA,MULTIVIVIENDA,Comuna 12,1431,Villa Urquiza,C1431AEO
202002,-58.437633,-34.574699,30256770/2017,"ARENAL, CONCEPCION",2440,35,105,013,,Normal,Demolición final,2019-02-08,En demolición final,GRADEL JOSE LEON,2110.00,2019-08-02,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 14,1426,Palermo,C1426DFD
202002,-58.410959999999996,-34.619769,23833998/2017,24 DE NOVIEMBRE,759,28,026 ,028 ,2018-12-18,Normal,Demolición final,2018-12-12,En demolición final,ADLER JONATHAN,2100.00,2019-01-28,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 3,1224,Balvanera,C1224AAE
202002,-58.513564,-34.658019,00930475/2017,CARHUE,1896,74,040 ,032 ,2018-04-20,Normal,Inicio de obra,,Inicio de obra,MARCOVECCHIO SEBASTIAN,142.28,2018-05-10,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 9,1440,Mataderos,C1440EQJ
202002,-58.478863,-34.574738,08209738/2018,ALVAREZ THOMAS AV.,2731,51,076 ,016 ,2018-09-13,Normal,En AVO 2,2019-07-02,En AVO 2,IAPALUCCI JOSE DOMINGO,43.06,2019-02-11,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 12,1431,Villa Urquiza,C1431FOE
202002,-58.370084999999996,-34.644433,22362963/2016,AZARA,1342,10,042 ,009C,2017-06-26,Normal,Obra finalizada con AVO 4,2018-07-03,Obra finalizada,CARBALLO JORGE DARIO,1070.57,2019-05-28,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 4,1269,Barracas,C1269AAD
202002,-58.489596999999996,-34.552040000000005,8240300/2015,HOLMBERG,4334,55,199,025,,Normal,En AVO 1,2018-05-31,En AVO 1,SAVRANSKY ARY,696.00,2019-05-27,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 12,1430,Saavedra,C1430DQJ
202002,-58.516943000000005,-34.616876,,"ROJAS, DIEGO de",2537,87,022B,014,,Normal,Sin inicio,,Carga finalizada, MAGGIO LILIANA PATRICIA,294.00,2019-12-17,DEMOLICION TOTAL Y OBRA NUEVA,vivienda multifamiliar,Comuna 11,1417,Villa Devoto,C1417CEE
202002,,,06499225/2018,CALLE SIN NOMBRE OFICIAL,899,98,063G,001,,Normal,En AVO 3,2019-04-24,En AVO 3,TARASIDO JUAN PABLO,1141.94,2019-04-25,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,,,,
202002,-58.383219999999994,-34.618557,38465419/2015,ESTADOS UNIDOS,1211,14,050,026,,Normal,Obra finalizada con AVO 4,2019-09-18,Obra finalizada,FIALLO MONTERO JORGE,2925.69,2018-10-29,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 1,1101,Constitucion,C1101AAY
202002,-58.492351,-34.56244,,PACHECO,3541,53,027,017,,Normal,Excavacion < 4 mts,2019-04-12,Excavación <= -4m,SARTORI LEONARDO JOSE,1045.21,2019-12-09,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1431,Villa Urquiza,C1431FJU
202002,-58.495112,-34.587724,21042464/2015,PAREJA,2568,73,049B,003 ,,Normal,,,Certificación aprobada,DE ROMANIS SERGIO ATILIO,,2017-10-25,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1419,Villa Pueyrredon,C1419GTJ
202002,-58.498011,-34.627736999999996,12409177/2017,BERNALDES,1106,85,055 ,018 ,2018-05-02,Normal,En AVO 1,2018-01-06,Pedido de AVO 2 observado,KARMEL CLAUDIO IGNACIO,294.00,2018-08-09,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 10,1407,Velez Sarsfield,C1407CTB
202002,-58.472678,-34.570671000000004,19820562/2017,TRONADOR,2171,51,124,007E,,Normal,Demolición final,2018-11-12,Obra finalizada,COLLE SEBASTIAN,,2018-12-18,DEMOLICION TOTAL,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Villa Urquiza,C1430DKM
202002,-58.441377,-34.591104,20368487/2017,DARWIN,1025,31,047,009,2018-06-19,Normal,En AVO 2,2019-02-13,En AVO 2,MOSQUERA GABRIEL,624.27,2019-02-14,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1414,Villa Crespo,C1414CUU
202002,-58.401924,-34.658004,9867448/2017,IGUAZU,1821,34,084C,000,,Normal,En AVO 3,,En AVO 3,LO CONTE ROMINA ANTONELA,4715.54,2018-08-16,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 4,1437,Nueva Pompeya,C1437EUS
202002,-58.481722999999995,-34.671096,20369670/2017,BALBASTRO,5610,78,134 ,001 ,2018-01-22,Normal,En AVO 2,2018-01-31,En AVO 2,ECHANIZ GABRIEL ALEJANDRO,836.70,2018-02-02,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 8,1439,Villa Lugano,C1439ARN
202002,-58.518693000000006,-34.65104,7797709/2015,PATRON,6964,74,065 ,018A,,Normal,En AVO 4,2019-05-22,Obra finalizada,RAMOS JOSE MANUEL,1868.63,2019-02-18,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 9,1408,Liniers,C1408FBH
202002,-58.429678,-34.608814,14206846/2018,DIAZ VELEZ AV.,4444,17,005,004a,2019-07-18,Normal,Excavacion > 4 mts al 10%,2019-05-09,Pedido de excavación al 50% autorizado, ROMERO JOSE LUIS,2667.00,2019-12-05,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 5,1200,Almagro,C1200AAY
202002,-58.482397,-34.543138,19984204/2017,PINTO,4821,43,105 ,010A,2017-08-12,Normal,En AVO 4,2019-02-14,Obra finalizada,ARES HORACIO RAUL,250.39,2018-11-29,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1429,Saavedra,C1429AQG
202002,-58.438534999999995,-34.573196,,CABILDO AV.,213,23,009,005A,,Normal,Demolición final,2019-11-25,En demolición final,MONACO CLAUDIO SERGIO,142.00,2019-11-26,DEMOLICIÓN TOTAL,VIVIENDA MULTIFAMILIAR,Comuna 14,1426,Palermo,C1426AAC
202002,-58.482670999999996,-34.549752000000005,22263684/2016,"PEREZ, ROQUE",4224,43,035 ,025 ,2017-03-20,Normal,En AVO 4,2018-06-09,Obra finalizada,TELLO LUIS DANIEL,296.06,2018-06-08,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Saavedra,C1430FCJ
202002,-58.511033999999995,-34.646163,,ACASSUSO,6118,74,135,001B,,Normal,Demolición,2020-02-01,En demolición,GARAY NAHUEL ERNESTO,634.00,2020-01-10,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 9,1408,Liniers,C1408FDV
202002,-58.463413,-34.564507,25714397/2016,MENDOZA,3013,39,057,017d,,Normal,Demolición final,2017-08-05,Obra finalizada,AGNESE HUGO,,2018-01-03,DEMOLICION TOTAL,OTROS,Comuna 13,1428,Belgrano,C1428DLA
202002,-58.48149599999999,-34.612833,15229612/2017,CAMARONES,2965,67,034 ,025 ,2018-05-21,Normal,En AVO 2,2019-10-04,En AVO 2,SUSSMAN HÉCTOR DANIEL,2059.16,2019-04-11,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1416,Villa Santa Rita,C1416EDE
202002,-58.442218000000004,-34.593458,311111/2015,"JUSTO, JUAN B. AV.",2350,31,021,005B,,Normal,En AVO 4,2019-05-23,Obra finalizada,KANDEL GUY,2951.00,2018-10-09,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 15,1414,Villa Crespo,C1414CWZ
202002,-58.419168000000006,-34.630236,13119169/2018,CASTRO,1480,36,088,022,,Normal,Demolición,2019-02-15,En demolición,STUMPO DIEGO,937.00,2019-02-20,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 5,1237,Boedo,C1237AAH
202002,-58.515722,-34.631721,,MIRANDA,6015,91,017,024,,Normal,Sin inicio,,Carga finalizada,ILARI ELIAS GABRIEL,568.13,2019-05-20,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 10,1408,Versalles,C1408CGE
202002,-58.464695999999996,-34.564522,26892635/2015,Zapiola,2260,39,050,006A,,Normal,En AVO 3,2019-07-10,En AVO 3,GRADEL JOSE LEON,5967.98,2019-10-08,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 13,1428,Belgrano,C1428CXH
202002,-58.402875,-34.596246,27060075/2016,PUEYRREDON AV.,1235,11,003,017e,2017-11-09,Clausura parcial,En AVO 1,2018-03-14,Pedido de AVO 2 autorizado,AMBRICCA JORGE GABRIEL,3356.00,2020-02-03,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 2,1118,Recoleta,C1118AAC
202002,-58.510762,-34.638158000000004,18075040/2017,YERBAL,6035,95,035 ,019 ,2018-01-24,Normal,En AVO 1,2018-05-31,En AVO 1,CIOCALE ALBERTO EDGARDO,1060.57,2018-12-05,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1408,Liniers,C1408ACI
202002,-58.375941000000005,-34.598828000000005,10810976/2017,CORDOBA AV.,628,1,024 ,002E,2018-08-30,Normal,En AVO 1,2019-08-11,En AVO 1,GUTMAN FERNANDO DAMIAN,2712.52,2019-11-20,OBRA NUEVA,OTROS,Comuna 1,1054,San Nicolas,C1054AAS
202002,-58.389329000000004,-34.604797,,MONTEVIDEO,351,5,022,011a,,Normal,Sin inicio,,Carga finalizada,BOVE JUAN GABRIEL,845.00,2019-08-08,DEMOLICIÓN TOTAL,VIVIENDA MULTIFAMILIAR,Comuna 1,1019,San Nicolas,C1019ABG
202002,-58.51886999999999,-34.660596999999996,,ZELADA,7675,74,002A,004,,Normal,Sin inicio,,Obra finalizada,GRILLO JOSÉ,446.33,2020-02-04,DEMOLICIÓN TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 9,1440,Mataderos,C1440BXY
202002,-58.458071,-34.570425,,ELCANO AV.,2903,37,104,001,,Normal,Sin inicio,,Carga finalizada,GUTIERREZ RUZO GUILLERMO,5.00,2019-12-23,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 13,1426,Colegiales,C1426EJA
202002,-58.422988000000004,-34.595556,,GASCON,1279,19,008,015a,2019-10-21,Normal,Excavacion > 4 mts al 10%,2020-02-01,Pedido de excavación al 50% autorizado,CAMMILLI GUIDO,4473.39,2020-01-20,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 14,1181,Palermo,C1181ACW
202002,-58.45185600000001,-34.58412,,OLLEROS,3818,33,040 ,010 ,2018-11-28,Normal,Inicio de obra,2018-10-12,Inicio de obra,GUSTAVO FABIAN ELICEGUI,90.88,2018-12-12,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 15,1427,Chacarita,C1427EEH
202002,-58.426221,-34.600107,2629112/2017,GUARDIA VIEJA,4367,17,050 ,018 ,2018-02-16,Normal,En AVO 2,2019-10-04,En AVO 2,ISRAEL LEANDRO IAIR,1820.00,2019-04-11,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 5,1192,Almagro,C1192AAU
202002,-58.501630000000006,-34.565909999999995,26953965/2015,"LARRALDE, CRISOLOGO AV.",5805,55,011 ,014 ,2017-02-02,Normal,En AVO 4,2017-10-26,Obra finalizada,LIZARAZU MARTHA SILVIA,34.20,2017-10-07,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 12,1431,Saavedra,C1431APW
202002,-58.38154300000001,-34.656147999999995,11800194/2017,SANTA ELENA,1076,18,047,000B,,Normal,Demolición final,2018-12-26,Obra finalizada,ALBRICHI JOSÉ MARÍA,,2018-12-27,DEMOLICION TOTAL,,Comuna 4,1278,Barracas,C1278ACP
202002,-58.373668,-34.638488,,SUAREZ,1617,10,014,021,,Normal,Demolición final,2019-11-07,En demolición final,FREIRE LEONARDO,1619.51,2019-07-12,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 4,1288,Barracas,C1288AEI
202002,-58.427828000000005,-34.581678000000004,26670587/2015,GODOY CRUZ,2409,19,145,017d,2017-05-16,Normal,En AVO 2,2019-03-09,En AVO 2,CIANCIARDO DANIEL FABIO,6637.00,2019-09-04,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 14,1425,Palermo,C1425FQE
202002,-58.492819999999995,-34.555263000000004,10052825/2016,"BALBIN, RICARDO, DR. AV.",4334,55,139,005,,Normal,En AVO 3,2018-11-16,En AVO 3,BRACCO BOKSAR MARIO,2147.94,2018-11-23,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Saavedra,C1430ABO
202002,-58.442645999999996,-34.573593,38864762/2015,CIUDAD DE LA PAZ,415,35,095,025,,Normal,En AVO 2,2018-04-16,En AVO 2,ZATLOUKAL JORGE EDUARDO,2312.06,2018-04-17,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 13,1426,Colegiales,C1426AGG
202002,-58.443357999999996,-34.558365,10449753/2014,LA PAMPA,1331,25,074,031,,Normal,Obra finalizada con AVO 4,2019-10-24,Obra finalizada,BALZOLA LUIS ALBERTO,1699.00,2018-11-29,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 13,1428,Belgrano,C1428DZA
202002,-58.508288,-34.625023,33874561/2015,miranda,5217,85,010A,040 ,2017-02-10,Normal,En AVO 2,2018-12-27,En AVO 2,BOTTINO JUAN,2322.51,2018-12-28,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 10,1407,Monte Castro,C1407GGG
202002,-58.391493999999994,-34.661521,16747721/2017,"MAGALDI, AGUSTIN",2209,26,015 ,BEM1,,Normal,En AVO 2,2019-03-05,En AVO 2,PELLEGRINI CARLOS ENRIQUE,2391.00,2019-12-09,OBRA NUEVA,,Comuna 4,1286,Barracas,C1286AFW
202002,-58.420773,-34.582997,22482807/2017,GURRUCHAGA,2439,19,170,006A,2019-06-03,Normal,Excavacion > 4 mts al 50%,2019-10-22,Excavación al >= -4m  50%,HOJMAN MARIANA,9543.00,2019-10-29,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 14,1425,Palermo,C1425FEK
202002,-58.415981,-34.629176,12504842/2015,BOEDO AV.,1311,36,122,030,,Normal,En AVO 2,2017-01-30,En AVO 2,MONDSCHEIN SANTIAGO ENRIQUE,1743.74,2017-10-25,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 5,1239,Boedo,C1239AAD
202002,-58.399079,-34.592405,,JUNCAL,2222,11,018,002,,Normal,Sin inicio,,Carga finalizada,ESCOBAR NEGRI JEREMIAS,396.00,2020-02-06,AMPLIACIÓN Y MODIFICACIÓN CON DEMOLICIÓN PARCIAL,OTROS,Comuna 2,1125,Recoleta,C1125ABD
202002,-58.510785999999996,-34.585803999999996,14062580/2017,CAMPANA,5169,83,254B,008 ,,Normal,En AVO 1,2018-01-29,En AVO 1,WEKSLER PABLO NAHUM,245.29,2018-07-31,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 12,1419,Villa Pueyrredon,C1419AHW
202002,-58.497032999999995,-34.550255,28879338/2017,MILLER,4887,55,146 ,010 ,2018-06-11,Normal,Excavacion < 4 mts,2018-11-16,Pedido de AVO 1 autorizado,BARBARIA SERGIO HERNAN,320.30,2019-12-17,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 12,1430,Saavedra,C1430EAM
202002,-58.405007999999995,-34.581682,9725945/2017,CERVIÑO AV.,3188,15,057,006a,,Normal,Demolición,2017-07-08,Pedido de demolición final observado,PROVENZANO MARIO ALBERTO,,2018-02-28,DEMOLICION TOTAL,,Comuna 14,1425,Palermo,C1425AGN
202002,-58.483222999999995,-34.621745000000004,,"LAMARCA, EMILIO",1069,79,102 ,016 ,,Normal,Sin inicio,,Carga finalizada,GIMENEZ PEDRO FEDERICO,7.67,2019-06-18,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,OTROS,Comuna 11,1407,Villa Santa Rita,C1407DFU
202002,-58.484894999999995,-34.568276000000004,27391538/2017,VALDENEGRO,2862,53,031,032,,Normal,Demolición final,2018-05-18,Obra finalizada,DIAZ MARTIN EDUARDO,,2018-05-21,DEMOLICION TOTAL,OTROS,Comuna 12,1431,Villa Urquiza,C1431GAF
202002,-58.427741000000005,-34.617162,29403901/2017,QUITO,4322,36,013,021a,2018-02-11,Normal,En AVO 1,2019-11-27,En AVO 1,CIMATO GUILLERMO FERNANDO,3197.46,2019-12-02,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 5,1212,Almagro,C1212ABP
202002,-58.405338,-34.595306,1500738/14/2014,"QUIRNO COSTA, NORBERTO, Dr.",1233,15,127 ,010A,,Normal,En AVO 3,2018-01-03,En AVO 3,OTERO CASTRO MANUEL,3288.00,2018-03-09,AMPLIACION Y MODIFICACION C/DEMOLICION PARCIAL,VIVIENDA MULTIFAMILIAR,Comuna 2,1425,Recoleta,C1425ETA
202002,-58.459377,-34.622640999999994,1416765/2013,BOYACA AV.,393,57,004 ,007A,,Normal,En AVO 3,,En AVO 3,SOAE URIEL TEOFILO,9376.89,2017-10-07,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 7,1406,Flores,C1406BHE
202002,-58.49845799999999,-34.655503,17120053/2017,chascomus,5832,76,176 ,002 ,2018-12-02,Clausurada,En AVO 1,2018-04-13,En AVO 1,IAPALUCCI JOSE DOMINGO,227.00,2018-04-16,OBRA NUEVA,OTROS,Comuna 9,1440,Mataderos,C1440AQV
202002,-58.511503000000005,-34.60115,27233133/2016,Asuncion,4054,83,065 ,002B,2018-03-23,Normal,En AVO 1,2018-02-11,Pedido de AVO 2 observado,CICCHINELLI JACQUELINE ALICIA,1296.88,2019-09-11,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1419,Villa Devoto,C1419HGR
202002,-58.398329000000004,-34.597083000000005,4071449/2014,"ALVEAR, MARCELO T. De",2159,11,044,026,,Normal,En AVO 4,2018-05-16,Obra finalizada,ROSENBAUM DANIEL CESAR,1313.00,2017-10-07,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 2,1122,Recoleta,C1122AAG
202002,-58.411425,-34.615279,26138627/2017,BELGRANO AV.,3211,28,030,023a,,Normal,Demolición final,2018-11-16,En demolición final,SADA JULIÁN ANDRES,109.00,2018-11-22,DEMOLICION TOTAL Y OBRA NUEVA,OTROS,Comuna 3,1210,Balvanera,C1210AAA
202002,-58.408829000000004,-34.62556,28211329/2016,"URQUIZA, Gral.",1257,30,050 ,026 ,2018-02-08,Normal,En AVO 2,2019-10-07,En AVO 2,MONCADA JOSE ERNESTO,1668.67,2019-07-15,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 3,1243,San Cristobal,C1243AEA
202002,-58.411246,-34.596517,18051562/2019,SOLER,3272,15,080,005,,Normal,Demolición finalizada,2019-11-25,Obra finalizada, CUSI PABLO,,2019-11-27,DEMOLICION TOTAL,OTROS,Comuna 2,1425,Recoleta,C1425BWB
202002,-58.40345799999999,-34.631493,20699046/2015,SALCEDO,2802,24,031 ,001A,,Normal,,,Certificación aprobada,DENISIO SORIA FERNANDO JAVIER,,2018-07-03,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 4,1259,Parque Patricios,C1259ABF
202002,-58.447336,-34.64192,16484948/2014,LAUTARO,1492,44,072 ,022 ,2017-07-17,Normal,En AVO 2,2018-08-30,En AVO 2,CABALLIN RAUL ARIEL,1599.81,2018-08-31,OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 7,1406,Flores,C1406DLD
202002,-58.519107,-34.610277,18533856/2018,"BEIRO, FRANCISCO AV.",4855,89,076 ,020A,2019-08-20,Normal,Excavacion > 4 mts al 10%,2019-08-16,Pedido de excavación al 50% autorizado,COSENZA ROBERTO DANIEL,9998.00,2020-02-05,DEMOLICION TOTAL Y OBRA NUEVA,VIVIENDA MULTIFAMILIAR,Comuna 11,1419,Villa Devoto,C1419HZK
202002,-58.492141000000004,-34.600446999999996,25339274/2016,ARGERICH,3120,71,021,027,,Normal,Demolición final,2017-08-15,Obra finalizada,BLANCO JAVIER IGNACIO,,2017-08-15,DEMOLICION TOTAL,VIVIENDA MULTIFAMILIAR,Comuna 11,1417,Villa Del Parque,C1417CTD
202002,-58.381907,-34.611067999999996,25766794/2017,LIMA,213,12,055,036,,Normal,Demolición final,2019-05-08,Obra finalizada,BORRACHIA ALEJANDRO HERNAN,1115.11,2019-08-12,DEMOLICION TOTAL,OTROS,Comuna 1,1073,Monserrat,C1073AAE
